#Type	Kind	Base	Namespace	Path	Gate	Summary
NotConditionSO	class	ConditionSO	SombraStudios.Shared.ScriptableObjects.Conditions	ScriptableObjects/Conditions/NotConditionSO.cs	-	Represents a condition that negates the result of another condition
NotificationManager	class	MonoBehaviour	SombraStudios.Shared.Services.Notifications	Services/Notifications/NotificationManager.cs	-	Unity Mobile Notifications documentation: https://docs.unity3d.com/Packages/com.unity.mobile.notifications@2.3/manual/index.html
NullReferenceChecker	class	-	SombraStudios.Shared.Utility.NullReferenceChecker	Utility/NullReferenceChecker/NullReferenceChecker.cs	-	Utility class to check for unassigned required fields in MonoBehaviours and ScriptableObjects
ObjectAdapter	class	MonoBehaviour	SombraStudios.Shared.Examples.Patterns.Structural.Adapter.Object	Examples/Patterns/Structural/Adapter/Object/ObjectAdapter.cs	-	Converts the interface of one object so that another object can understand it
ObjectExtensions	class	-	SombraStudios.Shared.Extensions	Extensions/ObjectExtensions.cs	-	Provides extension methods for working with objects, including handling null references and destroyed Unity objects
ObjectInCameraFrustum	class	MonoBehaviour	SombraStudios.Shared.Utility	Utility/ObjectInCameraFrustum.cs	-	Detect collider being seen by the camera
ObjectInCameraViewport	class	MonoBehaviour	SombraStudios.Shared.Utility	Utility/ObjectInCameraViewport.cs	-	Detects if the position of an object is inside Camera Viewport
ObjectiveEventChannelSO	class	GenericEventChannelSO	SombraStudios.Shared.Systems.Objectives	Systems/Objectives/ObjectiveEventChannelSO.cs	-	ScriptableObject event channel for events with a ObjectiveSO parameter
ObjectiveManager	class	MonoBehaviour	SombraStudios.Shared.Systems.Objectives	Systems/Objectives/ObjectiveManager.cs	-	Manages gameplay objectives and tracks their completion status
ObjectiveSO	class	ScriptableObject	SombraStudios.Shared.Systems.Objectives	Systems/Objectives/ObjectiveSO.cs	-	Base class for a ScriptableObject-based game objective
ObjectShooter2D	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Spawners	Gameplay/Spawners/ObjectShooter2D.cs	-	Shooter script Required: Must exists a "Bullet" tag and Player tag must be used
ObservableRuntimeSetSO<T>	class	ScriptableObject	SombraStudios.Shared.ScriptableObjects.RuntimeSets	ScriptableObjects/RuntimeSets/ObservableRuntimeSetSO.cs	-	An abstract base class for creating observable runtime sets of ScriptableObjects
ObservedList<T>	class	IList	SombraStudios.Shared.Utility	Utility/ObservedList.cs	-	-
ObservedList<T>.ChangedDelegate	delegate	-	SombraStudios.Shared.Utility	Utility/ObservedList.cs	-	-
Observer	class	MonoBehaviour	SombraStudios.Shared.Examples.Patterns.Behavioural.Observer	Examples/Patterns/Behavioural/Observer/Observer.cs	-	Observer Pattern 1- Create an event Action (or any other type of event) 2- Create a method to invoke the event
OnInteract	class	MonoBehaviour	SombraStudios.Shared.Gameplay	Gameplay/OnInteract.cs	-	-
OnTilt	class	MonoBehaviour	SombraStudios.Shared.Gameplay	Gameplay/OnTilt.cs	-	Runs functionality when an object is tilted
OnTriggerEvent	class	MonoBehaviour	SombraStudios.Shared.Gameplay	Gameplay/OnTriggerEvent.cs	-	-
OnVelocity	class	MonoBehaviour	SombraStudios.Shared.Physics	Physics/OnVelocity.cs	-	Calls events for when the velocity of this objects breaks the begin and end threshold
OptionalAttribute	class	PropertyAttribute	SombraStudios.Shared.Utility.NullReferenceChecker	Utility/NullReferenceChecker/OptionalAttribute.cs	-	A custom PropertyAttribute to bypass the above Validate check
OrConditionSO	class	ConditionSO	SombraStudios.Shared.ScriptableObjects.Conditions	ScriptableObjects/Conditions/OrConditionSO.cs	-	Represents a condition that evaluates to if any of the specified sub-conditions are valid
ParallaxController	class	MonoBehaviour	SombraStudios.Shared.VFX.Parallax	VFX/Parallax/ParallaxController.cs	-	Finds all of the gameObjects that have a ParallaxLayer.cs script, and moves them!
ParallaxController.ParallaxCameraDelegate	delegate	-	SombraStudios.Shared.VFX.Parallax	VFX/Parallax/ParallaxController.cs	-	-
ParallaxLayer	class	MonoBehaviour	SombraStudios.Shared.VFX.Parallax	VFX/Parallax/ParallaxLayer.cs	-	Allows the controller to move each layer based on the parallaxAmount!
ParentSetter	class	MonoBehaviour	SombraStudios.Shared.Utility	Utility/ParentSetter.cs	-	Class to set the parent of a GameObject and apply position and rotation offsets
ParticleSystemComponentSearchWindow	class	ComponentSearchWindow	SombraStudios.Shared.Tools.Search.AssetOrComponent	Tools/Search/AssetOrComponent/ParticleSystemComponentSearchWindow.cs	-	Custom Editor window to search for ParticleSystem components
ParticleSystemStoppedAction	class	MonoBehaviour	SombraStudios.Shared.VFX	VFX/ParticleSystemStoppedAction.cs	-	-
Patrol	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Movement2D	Gameplay/Movement2D/Patrol.cs	-	Patrol script with waypoints
PersistentSingleton<T>	class	MonoBehaviour	SombraStudios.Shared.Patterns.Creational.Singleton	Patterns/Creational/Singleton/PersistentSingleton.cs	-	Base class for creating persistent singletons in Unity
PhysicInteractionEventType	enum	-	SombraStudios.Shared.Physics.Events	Physics/Events/PhysicInteractionEventType.cs	-	Types of physics interaction events
PhysicsEventHandlerBase<T>	class	MonoBehaviour	SombraStudios.Shared.Physics.Events	Physics/Events/PhysicsEventHandlerBase.cs	-	Base class for handling physics events
PickUpAndHold2D	class	MonoBehaviour	SombraStudios.Shared.Gameplay	Gameplay/PickUpAndHold2D.cs	-	Pick up and hold objects script using parenting and de parenting
PingPongLight	class	MonoBehaviour	SombraStudios.Shared.VFX	VFX/PingPongLight.cs	-	Increase and decrease the light from 0 to a max during a time
PlatformConditionSO	class	ConditionSO	SombraStudios.Shared.ScriptableObjects.Conditions	ScriptableObjects/Conditions/PlatformConditionSO.cs	-	Represents a condition that evaluates whether the current runtime platform matches any of the specified valid platforms
PlayerMovement2DTopDown	class	MonoBehaviour	SombraStudios.Shared.Gameplay.PlayerMovement2D	Gameplay/PlayerMovement2D/PlayerMovement2DTopDown.cs	-	Handles top-down 2D player movement, supporting both legacy and new input systems
PlayerMoveOnSphere	class	MonoBehaviour	SombraStudios.Shared.Gameplay.PlayerMovement3D	Gameplay/PlayerMovement3D/PlayerMoveOnSphere.cs	CINEMACHINE	Move an object with Input around a SphereCollider
PlayerStats	struct	-	StyleSheet	CodeStyle.cs	-	-
PlayQuickSound	class	MonoBehaviour	SombraStudios.Shared.Audio	Audio/PlayQuickSound.cs	-	Play a simple sound using PlayOneShot with volume and randomized pitch
PointerHandlers	class	MonoBehaviour	SombraStudios.Shared.UI	UI/PointerHandlers.cs	-	Unity Pointer handlers interfaces for UI mouse events
PredefinedAssemblyUtil	class	-	SombraStudios.Shared.Patterns.Behavioural.Observer.EventBus	Patterns/Behavioural/Observer/EventBus/PredefinedAssemblyUtil.cs	-	A utility class, PredefinedAssemblyUtil, provides methods to interact with predefined assemblies
PredicateExample	class	MonoBehaviour	SombraStudios.Shared.Examples.Delegates	Examples/Delegates/PredicateExample.cs	-	Store a function in a variable with Predicate
PrefabInstantiateOnLoad	class	MonoBehaviour	SombraStudios.Shared.Utility.PrefabInstantiateOnLoad	Utility/PrefabInstantiateOnLoad/PrefabInstantiateOnLoad.cs	-	Creates on intialize a list of prefabs saved on Resources folder It can differentiate between all RuntimeInitializeLoadType Each correspo...
PrefabInstantiateOnLoadEditor	class	-	SombraStudios.Shared.Utility.PrefabInstantiateOnLoad	Utility/PrefabInstantiateOnLoad/PrefabInstantiateOnLoadEditor.cs	UNITY_EDITOR	Create a Menu Item for each RuntimeInitializeLoadType scriptable object list
PrefabInstantiateOnLoadSO	class	ScriptableObject	SombraStudios.Shared.Utility.PrefabInstantiateOnLoad	Utility/PrefabInstantiateOnLoad/PrefabInstantiateOnLoadSO.cs	-	-
ProgramExample	class	MonoBehaviour	SombraStudios.Shared.Examples.Patterns.Structural.Facade	Examples/Patterns/Structural/Facade/ProgramExample.cs	-	-
ProgramExample.Client	class	-	SombraStudios.Shared.Examples.Patterns.Structural.Facade	Examples/Patterns/Structural/Facade/ProgramExample.cs	-	-
ProgramExample.Facade	class	-	SombraStudios.Shared.Examples.Patterns.Structural.Facade	Examples/Patterns/Structural/Facade/ProgramExample.cs	-	-
ProgramExample.Subsystem1	class	-	SombraStudios.Shared.Examples.Patterns.Structural.Facade	Examples/Patterns/Structural/Facade/ProgramExample.cs	-	-
ProgramExample.Subsystem2	class	-	SombraStudios.Shared.Examples.Patterns.Structural.Facade	Examples/Patterns/Structural/Facade/ProgramExample.cs	-	-
Push	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Movement2D	Gameplay/Movement2D/Push.cs	-	Push script
QuitStrategy	class	SceneStrategy	SombraStudios.Shared.Scenes.Strategies	Scenes/Strategies/QuitStrategy.cs	-	Strategy for quitting the application
RackData	struct	-	SombraStudios.Shared.Audio.System	Audio/System/RackData.cs	-	Represents data for configuring an audio rack
Ragdoll	class	MonoBehaviour	SombraStudios.Shared.Gameplay	Gameplay/Ragdoll.cs	-	Requirement: Crete a ragdoll from a Humanoid object
RaiseEventActionSO	class	EventActionSO	SombraStudios.Shared.Systems.Events	Systems/Events/EventActions/RaiseEventActionSO.cs	-	-
RandomAssemblySprites	class	MonoBehaviour	SombraStudios.Shared.Utility.Sprites	Utility/Sprites/RandomAssemblySprites.cs	-	It could be attached to a NPC or Player to randomly generate characters
RandomColor	class	MonoBehaviour	SombraStudios.Shared.VFX	VFX/RandomColor.cs	-	Asign a random color to the material
RangedFloat	struct	IEquatable	SombraStudios.Shared.Structs	Structs/RangedFloat.cs	-	Represents a range of float values with a minimum and maximum value
RangedFloatTests	class	-	SombraStudios.Shared.Tests.Structs	Tests/EditMode/Structs/RangedFloatTests.cs	-	-
RangedInt	struct	IEquatable	SombraStudios.Shared.Structs	Structs/RangedInt.cs	-	Represents a range of integer values with a minimum and maximum value
RangedIntTests	class	-	SombraStudios.Shared.Tests.Structs	Tests/EditMode/Structs/RangedIntTests.cs	-	-
RaycastFootstepController	class	FootstepController	SombraStudios.Shared.Audio.Footsteps	Audio/Footsteps/RaycastFootstepController.cs	-	Select an audio clip list with a RayCast to the floor
ReadmeEditor	class	Editor	SombraStudios.Shared.Editor	Editor/ReadmeEditor.cs	UNITY_EDITOR	Editor script for the readme scriptable object Credits to: rich-joslin-unity
ReadmeSO	class	ScriptableObject	SombraStudios.Shared.Editor	Editor/ReadmeSO.cs	-	SO used for the Editor Readme Script It supports Title, icon, headers, body, format, boxes, bullet list and links Credits to: rich-joslin...
ReadmeSO.BulletItemLevel1	class	-	SombraStudios.Shared.Editor	Editor/ReadmeSO.cs	-	-
ReadmeSO.BulletItemLevel2	class	-	SombraStudios.Shared.Editor	Editor/ReadmeSO.cs	-	-
ReadmeSO.BulletItemLevel3	class	-	SombraStudios.Shared.Editor	Editor/ReadmeSO.cs	-	-
ReadmeSO.FontFormat	enum	-	SombraStudios.Shared.Editor	Editor/ReadmeSO.cs	-	-
ReadmeSO.Header	class	-	SombraStudios.Shared.Editor	Editor/ReadmeSO.cs	-	-
ReadmeSO.LinkListItem	class	-	SombraStudios.Shared.Editor	Editor/ReadmeSO.cs	-	-
ReadmeSO.Section	class	-	SombraStudios.Shared.Editor	Editor/ReadmeSO.cs	-	-
ReadOnlyAttribute	class	PropertyAttribute	SombraStudios.Shared.Attributes	Attributes/ReadOnlyAttribute.cs	-	Display a field as read-only in the inspector
ReadOnlyPropertyDrawer	class	PropertyDrawer	SombraStudios.Shared.Attributes.Editor	Attributes/Editor/ReadOnlyPropertyDrawer.cs	UNITY_EDITOR	-
ReferenceBinder	class	MonoBehaviour	SombraStudios.Shared.Utility.ReferenceBinder	Utility/ReferenceBinder/ReferenceBinder.cs	-	Utility for managing and efficiently accessing component references
ReferenceSearchWindow	class	EditorWindow	SombraStudios.Shared.Tools.Search.Reference	Tools/Search/Reference/ReferenceSearchWindow.cs	-	A window for finding references to a specific component or gameObject in the current scene or prefab
RegulatorSingleton<T>	class	MonoBehaviour	SombraStudios.Shared.Patterns.Creational.Singleton	Patterns/Creational/Singleton/RegulatorSingleton.cs	-	Persistent Regulator Singleton, will destroy any other older instances of the same type it finds on awake
ReleaseBuildComponentDestroyer	class	MonoBehaviour	SombraStudios.Shared.Utility.Destroyer	Utility/Destroyer/ReleaseBuildComponentDestroyer.cs	-	Destroys specified script components if the build is a release build
ReleaseBuildGameObjectDestroyer	class	MonoBehaviour	SombraStudios.Shared.Utility.Destroyer	Utility/Destroyer/ReleaseBuildGameObjectDestroyer.cs	-	Destroys the GameObject this script is attached to if the build is a release build
ReloadSceneStrategy	class	SceneStrategy	SombraStudios.Shared.Scenes.Strategies	Scenes/Strategies/ReloadSceneStrategy.cs	-	Strategy for reloading the current active scene
RemoveDontDestroyOnLoad	class	MonoBehaviour	SombraStudios.Shared.Utility.DontDestroy	Utility/DontDestroy/RemoveDontDestroyOnLoad.cs	-	Utility script to remove a GameObject from DontDestroyOnLoad and move it back to the active scene
RemoveDontDestroyOnLoad.RunType	enum	-	SombraStudios.Shared.Utility.DontDestroy	Utility/DontDestroy/RemoveDontDestroyOnLoad.cs	-	Enum to specify when the removal from DontDestroyOnLoad should occur
ResizePanel	class	MonoBehaviour	SombraStudios.Shared.UI.PanelDragAndResize	UI/PanelDragAndResize/ResizePanel.cs	-	-
Resource<T>	class	struct	SombraStudios.Shared.Systems.Resource	Systems/Resource/Generics/Resource.cs	-	Base class for all resources
ResourcesExtensions	class	-	SombraStudios.Shared.Extensions	Extensions/ResourcesExtensions.cs	UNITY_RENDER_PIPELINES_CORE	Extension methods for loading assets out of a 'Resources' folder
ResourceSO<T>	class	ScriptableObject	SombraStudios.Shared.Systems.Resource	Systems/Resource/Generics/ResourceSO.cs	-	ScriptableObject class to hold resource data
ResourceSystem<T>	class	MonoBehaviour	SombraStudios.Shared.Systems.Resource	Systems/Resource/Generics/ResourceSystem.cs	-	Abstract base class for resource systems
ResourceSystem<T>.RegenerationData<T>	struct	struct	SombraStudios.Shared.Systems.Resource	Systems/Resource/Generics/ResourceSystem.cs	-	Data structure for resource regeneration
ResourceSystemClient	class	FloatResourceSystem	SombraStudios.Shared.Systems.Resource	Systems/Resource/ResourceSystemClient.cs	-	Example client script testing a Player Health
ResourceSystemData	class	-	SombraStudios.Shared.Systems.Resource	Systems/Resource/ResourceSystemData.cs	-	Represents data related to the state of a resource system, including current amount, maximum amount, percentage, and various flags indica...
ResourceSystemDataSO<T>	class	ResourceSO	SombraStudios.Shared.Systems.Resource	Systems/Resource/Generics/ResourceSystemDataSO.cs	-	ScriptableObject class to hold resource system data with cooldown durations
ReturnToPool	class	MonoBehaviour	SombraStudios.Shared.Optimization	Optimization/ReturnToPool.cs	-	This component returns the object to the pool when Its disabled
RevertVFXOnStateExit	class	StateMachineBehaviour	SombraStudios.Shared.VFX.PropertySO	VFX/PropertySO/RevertVFXOnStateExit.cs	-	StateMachineBehaviour that reverts VFX properties on state exit
RewardedAdsButton	class	MonoBehaviour	SombraStudios.Shared.Services.Advertisement	Services/Advertisement/RewardedAdsButton.cs	UNITY_ADVERTISEMENTS	Example Class for Rewarded Advertisement using a button
Rotate	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Movement2D	Gameplay/Movement2D/Rotate.cs	-	Rotate scripts using forces
RpcTest	class	NetworkBehaviour	SombraStudios.Shared.Networking.Netcode	Networking/Netcode/RpcTest.cs	REQUIRES_EXTERNAL_PACKAGE	Small Class example of the RPC messaging system
RuntimeSetSO<T>	class	ScriptableObject	SombraStudios.Shared.ScriptableObjects.RuntimeSets	ScriptableObjects/RuntimeSets/RuntimeSetSO.cs	-	A generic runtime set ScriptableObject that holds a list of items of type T
SafeArea	class	MonoBehaviour	SombraStudios.Shared.UI.Mobile	UI/Mobile/SafeArea.cs	-	Adjusts the RectTransform based on the device's safe area
SceneAssetSO	class	ScriptableObject	SombraStudios.Shared.Scenes.SceneAsset	Scenes/SceneAsset/SceneAssetSO.cs	-	-
SceneChangeTool	class	-	SombraStudios.Shared.Scenes.Editor	Scenes/Editor/SceneChangeTool.cs	UNITY_EDITOR	Adds a dropdown to the Editor's main toolbar that switches between the scenes registered in Build Settings, without having to locate them...
ScenePartLoader	class	MonoBehaviour	SombraStudios.Shared.Scenes	Scenes/ScenePartLoader.cs	-	-
SceneStrategy	class	StrategySO	SombraStudios.Shared.Scenes.Strategies	Scenes/Strategies/SceneStrategy.cs	-	Abstract base class for defining scene-related strategies
SceneStrategy<T>	class	StrategySO	SombraStudios.Shared.Scenes.Strategies	Scenes/Strategies/SceneStrategy.cs	-	Abstract generic base class for defining scene-related strategies with a specific type
ScreenBounds	class	MonoBehaviour	SombraStudios.Shared.Utility	Utility/ScreenBounds.cs	-	Contains static methods and fields for determining screen bounds
ScreenshotTaker	class	MonoBehaviour	SombraStudios.Shared.Tools	Tools/ScreenshotTaker.cs	UNITY_EDITOR	Utility Class for taking a screenshot from the editor using a menu item
ScriptableObjectChecker	class	BuildPlayerProcessor	SombraStudios.Shared.ScriptableObjects.Editor	ScriptableObjects/Editor/ScriptableObjectChecker.cs	UNITY_EDITOR	Checks for duplicate ScriptableObject IDs before building
ScriptableObjectIdAttribute	class	PropertyAttribute	SombraStudios.Shared.Attributes	Attributes/ScriptableObjectIdAttribute.cs	-	Attribute for marking a property as a ScriptableObject ID
ScriptableObjectIdDrawer	class	PropertyDrawer	SombraStudios.Shared.Attributes.Editor	Attributes/Editor/ScriptableObjectIdDrawer.cs	UNITY_EDITOR	Custom drawer for the ScriptableObject ID attribute
SearchOptions	enum	-	SombraStudios.Shared.Tools.Search.AssetOrComponent	Tools/Search/AssetOrComponent/Base/SearchWindow.cs	-	Enumeration of the different search options available
SearchWindow<T>	class	EditorWindow	SombraStudios.Shared.Tools.Search.AssetOrComponent	Tools/Search/AssetOrComponent/Base/SearchWindow.cs	-	Abstract base class for creating a custom Editor window to find various assets or objects
SelectionWithRaycast	class	MonoBehaviour	SombraStudios.Shared.Gameplay	Gameplay/SelectionWithRaycast.cs	-	Raycast script for mouse object selection
ServiceLocator	class	MonoBehaviour	SombraStudios.Shared.Patterns.InversionOfControl.ServiceLocator	Patterns/InversionOfControl/ServiceLocator/ServiceLocator.cs	-	-
ServiceLocatorGlobal	class	Bootstrapper	SombraStudios.Shared.Patterns.InversionOfControl.ServiceLocator	Patterns/InversionOfControl/ServiceLocator/ServiceLocatorGlobal.cs	-	-
ServiceLocatorScene	class	Bootstrapper	SombraStudios.Shared.Patterns.InversionOfControl.ServiceLocator	Patterns/InversionOfControl/ServiceLocator/ServiceLocatorScene.cs	-	-
ServiceManager	class	-	SombraStudios.Shared.Patterns.InversionOfControl.ServiceLocator	Patterns/InversionOfControl/ServiceLocator/ServiceManager.cs	-	-
SetActiveSceneStrategy	class	SceneStrategy	SombraStudios.Shared.Scenes.Strategies	Scenes/Strategies/SetActiveSceneStrategy.cs	-	-
SetBlendShapeVFXSO	class	VFXPropertySO	SombraStudios.Shared.VFX.PropertySO	VFX/PropertySO/BlendShape/SetBlendShapeVFXSO.cs	-	VFX to set a blend shape weight of a SkinnedMeshRenderer
SFXEntityHelper	class	MonoBehaviour	SombraStudios.Shared.Audio.System	Audio/System/Clients/SFXEntityHelper.cs	A_YELLOWPAPER_SERIALIZED_COLLECTIONS	Helper class for managing SFX and voice playback for entities
SFXInterruptableDictionary	class	SFXStringDictionary	SombraStudios.Shared.Audio.System	Audio/System/SFXInterruptableDictionary.cs	A_YELLOWPAPER_SERIALIZED_COLLECTIONS	Represents a dictionary mapping string keys to interruptable SFXRack instances
SFXLevelManager	class	Singleton	SombraStudios.Shared.Audio.System	Audio/System/Clients/SFXLevelManager.cs	NAUGHTY_ATTRIBUTES	Manages audio levels and playback in the game
SFXRack	class	-	SombraStudios.Shared.Audio.System	Audio/System/SFXRack.cs	-	Represents a rack containing audio data and an AudioSource instance
SFXScriptableSO	class	ScriptableObject	SombraStudios.Shared.Audio.System	Audio/System/SFXScriptableSO.cs	A_YELLOWPAPER_SERIALIZED_COLLECTIONS	Represents a ScriptableObject containing SFX and voice data
SFXStringDictionary	class	SerializedDictionary	SombraStudios.Shared.Audio.System	Audio/System/SFXStringDictionary.cs	A_YELLOWPAPER_SERIALIZED_COLLECTIONS	Represents a dictionary mapping string keys to SFXRack values
SimpleCameraController	class	MonoBehaviour	SombraStudios.Shared.Gameplay.UnityTemplateProjects	Gameplay/SimpleCameraController.cs	-	-
SimpleObjectPathing	class	MonoBehaviour	SombraStudios.Shared.Gameplay	Gameplay/SimpleObjectPathing.cs	-	Move the transform of an object through a list of waypoints
SingleReferenceSO<T>	class	ScriptableObject	SombraStudios.Shared.ScriptableObjects.RuntimeSets	ScriptableObjects/RuntimeSets/SingleReferenceSO.cs	-	A ScriptableObject that holds a single reference of type T
Singleton<T>	class	MonoBehaviour	SombraStudios.Shared.Patterns.Creational.Singleton	Patterns/Creational/Singleton/Singleton.cs	-	Utility class for creating Singleton classes derived from it
SOEventChannelListener	class	GenericEventChannelListener	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/Implementations/SOEventChannelListener.cs	-	A listener class for ScriptableObject event channels
SOEventChannelListListener	class	GenericEventChannelListListener	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/Implementations/SOEventChannelListListener.cs	-	A listener class for ScriptableObject event channels
SOEventChannelSO	class	GenericEventChannelSO	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/EventChannels/SOEventChannelSO.cs	-	ScriptableObject event channel for events with a ScriptableObject parameter
SOEventChannelSOEditor	class	GenericEventChannelSOEditor	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects.Editor	Patterns/Behavioural/Observer/ScriptableObjects/Editor/SOEventChannelSOEditor.cs	-	This event channel broadcasts and carries Scriptable Object payload
SortingOrderController	class	MonoBehaviour	SombraStudios.Shared.Utility.Sprites	Utility/Sprites/SortingOrderController.cs	-	-
SortingOrderController.SortingMode	enum	-	SombraStudios.Shared.Utility.Sprites	Utility/Sprites/SortingOrderController.cs	-	-
SOWithId	class	ScriptableObject	SombraStudios.Shared.ScriptableObjects	ScriptableObjects/SOWithId.cs	-	Base class for ScriptableObjects with an ID
SpawnData	class	ScriptableObject	SombraStudios.Shared.Gameplay.Spawners	Gameplay/Spawners/SpawnData.cs	-	-
SpawnerArea2D	class	SpawnerAreaBase	SombraStudios.Shared.Gameplay.Spawners	Gameplay/Spawners/SpawnerArea2D.cs	-	SpawnerArea2D is responsible for spawning objects within a 2D rectangular area
SpawnerArea3D	class	SpawnerAreaBase	SombraStudios.Shared.Gameplay.Spawners	Gameplay/Spawners/SpawnerArea3D.cs	-	3D Area prefab Spawner with interval
SpawnerAreaBase	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Spawners	Gameplay/Spawners/SpawnerAreaBase.cs	-	Base class for spawning objects within a defined area
SpawnerPosition	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Spawners	Gameplay/Spawners/SpawnerPosition.cs	-	Handles spawning objects at predefined positions with specific settings
SpawnerPosition.ActiveSpawn	class	-	SombraStudios.Shared.Gameplay.Spawners	Gameplay/Spawners/SpawnerPosition.cs	-	Represents an active spawn configuration, including settings and spawn points
SpawnPoint	class	MonoBehaviour	SombraStudios.Shared.Systems.Teleport	Systems/Teleport/SpawnPoint.cs	-	Transform gameObject used as Teleporter destination
SplashScreenController	class	MonoBehaviour	SombraStudios.Shared.UI	UI/SplashScreenController.cs	-	Simple Splash screen controller that activates and deactivates objects Each object can set its own show duration time
SplashScreenLogo	class	MonoBehaviour	SombraStudios.Shared.UI	UI/SplashScreenLogo.cs	-	-
SplineController	class	MonoBehaviour	SombraStudios.Shared.Splines	Splines/SplineController.cs	-	Animates objects using Unity Splines package and Animation Curves Works either with Objects and UI Requieres: UnityEngine.Splines Documen...
StackStateMachine<TContext>	class	struct	SombraStudios.Shared.Patterns.Behavioural.StackStateMachine	Patterns/Behavioural/StackStateMachine/StackStateMachine.cs	-	Implements a stack-based state machine
Stat<T,TModifier>	class	IStat	SombraStudios.Shared.Systems.Stats	Systems/Stats/Stat.cs	-	Represents a stat with a base value and potential modifiers
StatBoolModifier	class	StatModifier	SombraStudios.Shared.Systems.Stats	Systems/Stats/StatModifiers/StatBoolModifier.cs	-	Represents a modifier for a boolean stat
StatClientExample	class	MonoBehaviour	SombraStudios.Shared.Systems.Stats	Systems/Stats/StatClientExample.cs	-	An example script for using the Stat system
StatContainer	class	-	SombraStudios.Shared.Systems.Stats	Systems/Stats/StatContainer.cs	-	Represents a container for stats
State	class	-	SombraStudios.Shared.Examples.Patterns.Behavioural.State	Examples/Patterns/Behavioural/State/State.cs	-	The State interface declares the state-specific methods
State<TContext>	class	struct	SombraStudios.Shared.Patterns.Behavioural.StackStateMachine	Patterns/Behavioural/StackStateMachine/State.cs	-	Represents an abstract state in the state machine
StateClient	class	MonoBehaviour	SombraStudios.Shared.Examples.Patterns.Behavioural.State	Examples/Patterns/Behavioural/State/StateClient.cs	-	The client initiliaze the State Machine Behaviour In this example the Map is intialize with the Player Base behaviour Then during gamepla...
StateContext	class	AbstractStateContext	SombraStudios.Shared.Examples.Patterns.Behavioural.State	Examples/Patterns/Behavioural/State/StateContext.cs	-	To switch the state of the context, create an instance of one of the state classes and pass it to the context
StateMachine	class	-	SombraStudios.Shared.Patterns.Behavioural.FiniteStateMachine	Patterns/Behavioural/FiniteStateMachine/StateMachine.cs	-	Represents a finite state machine
StateMachineClient	class	MonoBehaviour	SombraStudios.Shared.Patterns.Behavioural.FiniteStateMachine	Patterns/Behavioural/FiniteStateMachine/StateMachineClient.cs	-	Base class for objects that use a state machine
StatFactory	class	-	SombraStudios.Shared.Systems.Stats	Systems/Stats/StatFactory.cs	-	Factory class to create stat instances based on the type of the stat data
StatFloatModifier	class	StatModifier	SombraStudios.Shared.Systems.Stats	Systems/Stats/StatModifiers/StatFloatModifier.cs	-	Represents a modifier for a float stat
StatIntModifier	class	StatModifier	SombraStudios.Shared.Systems.Stats	Systems/Stats/StatModifiers/StatIntModifier.cs	-	Represents a modifier for an integer stat
StatModifier<T>	class	-	SombraStudios.Shared.Systems.Stats	Systems/Stats/StatModifiers/StatModifier.cs	-	Represents a modifier for a stat
StatSheetSO	class	ScriptableObject	SombraStudios.Shared.Systems.Stats	Systems/Stats/StatSheetSO.cs	-	Represents a collection of stats
StopwatchTimer	class	Timer	SombraStudios.Shared.Utility.Timers.Core	Utility/Timers/Core/StopwatchTimer.cs	-	Timer that counts up from zero to infinity
StrategySO	class	StrategySO	SombraStudios.Shared.ScriptableObjects.Patterns.Behavioural.Strategy	ScriptableObjects/Patterns/Behavioural/Strategy/StrategySO.cs	-	Abstract base class for strategy pattern implementation using ScriptableObject
StrategySO<T>	class	SOWithId	SombraStudios.Shared.ScriptableObjects.Patterns.Behavioural.Strategy	ScriptableObjects/Patterns/Behavioural/Strategy/StrategySO.cs	-	Abstract base class for strategy pattern implementation using ScriptableObject
StringEncodingUtil	class	MonoBehaviour	SombraStudios.Shared.Utility	Utility/StringEncodingUtil.cs	-	Util class to return a string with the selected Encoding
StringEventChannelListener	class	GenericEventChannelListener	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/Implementations/StringEventChannelListener.cs	-	A listener class for string event channels
StringEventChannelListListener	class	GenericEventChannelListListener	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/Implementations/StringEventChannelListListener.cs	-	A listener class for string event channels
